Layer,Name,GEOID,Longitude,Latitude,EDX_2016-2020,EDX_2015-2019,EDX_2014-2018,PCI_2016-2020,PCI_2015-2019,PCI_2014-2018,PCI_2013-2017,PCI_2012-2016,PCI_2011-2015,PCI_2010-2014,PCI-W_2016-2020,PCI-W_2015-2019,PCI-W_2014-2018,PCI-W_2013-2017,PCI-W_2012-2016,PCI-W_2011-2015,PCI-W_2010-2014,PCI-B_2016-2020,PCI-B_2015-2019,PCI-B_2014-2018,PCI-B_2013-2017,PCI-B_2012-2016,PCI-B_2011-2015,PCI-B_2010-2014,PCI-A_2016-2020,PCI-A_2015-2019,PCI-A_2014-2018,PCI-A_2013-2017,PCI-A_2012-2016,PCI-A_2011-2015,PCI-A_2010-2014,PCI-H_2016-2020,PCI-H_2015-2019,PCI-H_2014-2018,PCI-H_2013-2017,PCI-H_2012-2016,PCI-H_2011-2015,PCI-H_2010-2014,PCI-P_2016-2020,POV_2016-2020,POV_2015-2019,POV_2014-2018,POV_2013-2017,POV_2012-2016,POV_2011-2015,POV_2010-2014
,,,,,"Economic Diversity Index, 2016-2020","Economic Diversity Index, 2015-2019","Economic Diversity Index, 2014-2018","Per capita income, 2016-2020","Per capita income, 2015-2019","Per capita income, 2014-2018","Per capita income, 2013-2017","Per capita income, 2012-2016","Per capita income, 2011-2015","Per capita income, 2010-2014","Per capita income, Non-Hispanic White, 2016-2020","Per capita income, Non-Hispanic White, 2015-2019","Per capita income, Non-Hispanic White, 2014-2018","Per capita income, Non-Hispanic White, 2013-2017","Per capita income, Non-Hispanic White, 2012-2016","Per capita income, Non-Hispanic White, 2011-2015","Per capita income, Non-Hispanic White, 2010-2014","Per capita income, Non-Hispanic Black, 2016-2020","Per capita income, Non-Hispanic Black, 2015-2019","Per capita income, Non-Hispanic Black, 2014-2018","Per capita income, Non-Hispanic Black, 2013-2017","Per capita income, Non-Hispanic Black, 2012-2016","Per capita income, Non-Hispanic Black, 2011-2015","Per capita income, Non-Hispanic Black, 2010-2014","Per capita income, Asian or Pacific Islander, 2016-2020","Per capita income, Asian or Pacific Islander, 2015-2019","Per capita income, Asian or Pacific Islander, 2014-2018","Per capita income, Asian or Pacific Islander, 2013-2017","Per capita income, Asian or Pacific Islander, 2012-2016","Per capita income, Asian or Pacific Islander, 2011-2015","Per capita income, Asian or Pacific Islander, 2010-2014","Per capita income, Hispanic or Latino, 2016-2020","Per capita income, Hispanic or Latino, 2015-2019","Per capita income, Hispanic or Latino, 2014-2018","Per capita income, Hispanic or Latino, 2013-2017","Per capita income, Hispanic or Latino, 2012-2016","Per capita income, Hispanic or Latino, 2011-2015","Per capita income, Hispanic or Latino, 2010-2014","Per capita income, Native American, 2016-2020","Poverty rate (% of residents), 2016-2020","Poverty rate (% of residents), 2015-2019","Poverty rate (% of residents), 2014-2018","Poverty rate (% of residents), 2013-2017","Poverty rate (% of residents), 2012-2016","Poverty rate (% of residents), 2011-2015","Poverty rate (% of residents), 2010-2014"
Community area,West Lawn,65,-87.72692700,41.76977400,0.795951373036098,0.801825776109853,0.797821438570719,22993.4505743796,24822.8781468265,23149.9301354569,21240.3526425925,20893.1111929181,21296.4956319423,20609.9112651411,35680.470202399,36663.1175301169,34312.5873504778,32350.1626526644,33046.764420128,32797.0895854967,31541.1730739949,51845.2679949692,42484.7577000517,38733.929291454,26022.6185068346,23449.1054437945,22914.0694393882,24682.4913373211,31618.0795638686,30190.8511179459,22907.7531816638,22724.9247768234,22727.107021861,16348.9492548973,15644.29589416,20585.9296851478,20426.2004110492,19306.4770170406,18243.6251465901,17431.5400827459,17740.8706039761,17316.6614070559,23402.5891894015,17.1309556711112,12.6670774835603,13.0863013315427,15.3835754641701,16.0182543934638,14.0745022714452,18.738731499751
Community area,Chicago Lawn,66,-87.69566700,41.77184900,0.764470213650413,0.761680680824156,0.755460060871875,18451.2513585947,17543.4896093991,16603.2921195077,16245.9411588371,15960.6284951359,15445.3141597873,15031.0331280458,28689.1941860939,34135.7989386282,31278.1615284641,29881.109961764,26828.361161832,27178.5613745433,22658.6697202298,20199.9542011037,18953.7974072257,17603.7946949985,16966.5845654361,16892.7313825527,16273.8308857938,15824.9675698038,67200.1754246488,42054.7665050306,64334.6653394626,54363.2224506423,55953.8806136939,15541.004018526,15203.3785745489,16935.7766048417,15560.8704327438,14899.3535597546,14603.3813110108,14153.5381367847,13197.3632901403,12910.5099378269,35217.0855289768,22.8971793022958,24.2472780776969,26.193510628797,28.9260824120705,32.2297538896483,32.8929560577782,34.6888595708897
Community area,West Englewood,67,-87.66659800,41.77592600,0.723645087893021,0.742437013789855,0.745151329999169,18358.1641795604,17580.6762515652,17037.6395321492,16312.167049292,15379.2584934983,14482.5633993392,13839.1287006569,16716.5124530878,14793.0835792365,16885.9399953248,17639.240177339,12620.2584220016,12163.3585678667,23174.0941458437,19014.0170278399,18184.6950236829,17707.9012779755,16962.6199500112,16142.1330933621,15008.6606590391,14260.0725756576,32622.260094741,32520.4805785399,12429.5719958295,13611.6595310455,,,22979.8915903192,10147.8988229038,11522.3390949233,11063.8321593726,10876.3169069631,10619.8516796694,11327.3122233641,10220.2044433717,,32.2808607746309,33.2776061821018,32.9821629490502,34.2459595386498,36.4928371593056,38.1918609283784,38.2265303065543
Community area,Englewood,68,-87.64250200,41.77720100,0.690056542354013,0.718229660184108,0.71662161278179,16350.8372314872,16684.156943516,16437.0600304532,14688.2057073055,13476.6013455056,12773.2735849299,12508.5494182681,26777.5092687222,19770.301438246,16344.6468141767,13227.1268361691,26915.1540396119,24968.3752932519,24773.3270411975,16221.4950471864,15224.1206749408,15784.2604572206,14411.4674227545,13658.3103597302,13052.9034410713,13073.4148621539,30955.1291128534,21731.941879811,23638.6135007431,24152.0441890903,26328.6713103662,58991.8562394577,58535.650879427,11809.3858698954,6847.94251513184,7663.58695878463,6296.07489652885,7036.47907441239,7727.62785140275,8637.45508427356,,40.8560687166258,40.1025625630883,41.6523769349489,45.1407005044422,44.3900712830852,45.7341308200528,49.5950141525013
Community area,Greater Grand Crossing,69,-87.61613900,41.76325100,0.751426864346778,0.743630257418483,0.727561511419746,20866.9596183266,19158.5025020296,17987.5992223912,17994.392388743,18072.6402267087,18049.1079770423,18380.4461158045,27115.8120095476,29132.2880268037,11559.1792393086,17465.7056312777,20564.7987399897,15290.9605668066,28698.4099871158,20736.8156527571,19608.9571343545,18629.8180055354,18415.5776104569,18357.3111756478,18255.0875944791,18539.4400567153,46609.2880738761,36996.700547927,36831.5561569689,,,59051.7973890282,52755.0258383814,19865.5798707534,25792.180513197,26727.0571775055,31369.819896305,49917.225567746,57175.9493536246,14186.8666082551,,33.4108338641377,35.8672672676466,37.5097685904868,38.8549826972481,38.5666605037653,39.7154266070064,39.5315116053671
Community area,Lincoln Park,7,-87.64949100,41.92269600,0.327730142240631,0.328385469927643,0.347487428057834,94927.3407787286,94590.5900816481,90079.475260082,82628.9499298811,81162.187162461,81953.603285933,79329.4362723438,102918.931738557,101809.657981229,98038.355231358,89764.4673515034,89232.1041014949,88267.0364088471,86278.7670677073,39150.3680591557,31626.2299850255,32142.4577102791,32243.5173464672,30571.2706850167,29432.9970033401,34170.4314163107,89777.9822425998,94218.5451105965,88901.8129109231,80058.43909876,68873.8104539005,74223.9816363484,62996.0236405654,48349.817881701,48742.2566428377,41510.8888363099,39704.9950399965,37989.0877688317,40310.0771582308,35239.8637323763,,8.86371142854973,9.14617440954786,9.52885391076281,10.7658697443277,10.8406130137417,11.1675681031928,13.2539204125109
Community area,Ashburn,70,-87.70836300,41.74575600,0.801726692654125,0.790159462871393,0.786666021343916,27274.824416174,27176.021319336,26876.0933057498,27066.5475821416,27228.0660124632,26801.589318184,27093.698050115,37479.5617979404,33049.3654728639,33514.6659131877,33743.6005346352,32014.2551248232,32195.8308661793,34525.3034582415,32064.1305018862,31541.7385772618,30677.0022297545,31599.6502220725,32314.7089151966,31743.1266853235,32791.892949994,83640.0254808481,51782.9898818017,47058.3021169531,38372.4411035253,27677.7530374527,24730.0690416547,17746.9117963604,18991.6498598597,19500.6328943759,18994.7409241811,18210.0246670688,17771.9440562708,16938.3605773083,16185.362679369,13242.3462600902,13.5420082603332,13.1117095573926,11.7997209171068,11.8837032660399,12.7330828394665,13.1329691415928,13.5741152253735
Community area,Auburn Gresham,71,-87.65630500,41.74420300,0.787598856740923,0.79074249950197,0.796050042204307,21812.5093807842,21276.9128780315,21138.6354290185,20601.5724361676,19268.2764918442,19027.4973074733,18721.2010089598,26371.7252473797,25800.7284441492,18347.4704931526,32052.585176395,33568.117802835,36602.1773500789,15131.7490399471,21989.733645612,21109.5440112859,21379.7776305971,20730.8616992142,19381.6738104794,19187.8286961165,19058.6849454667,13687.8578759577,14239.0452612815,19375.3824397169,30185.8958716919,29262.9721932607,32261.2013576166,31822.3450387098,14202.5601371403,14507.6388133139,11983.7505700964,12101.0207046167,15020.6168156585,12750.5999082881,11405.7011560719,,25.0120087840734,25.1686331311471,26.4794365764551,29.7585627455198,29.9070817169557,30.1836090352743,31.5131742684991
Community area,Beverly,72,-87.67507200,41.71314800,0.579539508970067,0.570443702525736,0.565147010930688,58490.9251387126,56388.9389207621,53154.7790240197,51119.2042268978,49636.1305946847,46565.7887222206,48576.0994048318,65343.3519766349,62946.7473204585,59949.8623413115,57381.5573889933,55377.7533816212,51483.3228884107,52791.9705303131,51607.4272275271,43261.5769276547,43021.4406669641,40997.2841295607,40435.3392990966,39743.5927038035,42619.6732476828,152896.403833928,154785.2768882,26935.8225438999,33046.3963201499,35554.3026686484,51534.506766041,27090.4314945773,33930.9086062747,36348.4819946631,36289.6759080898,41633.0362701256,37544.3414991869,37024.2624358788,39652.3615069764,14201.5242685064,6.27114833351293,4.69124343795363,4.18609864162183,4.28376011116001,3.59751096961645,4.3052695502168,3.4564336897492
Community area,Washington Heights,73,-87.64889700,41.71749500,0.791393502724272,0.799105936397864,0.804556077053987,25527.4827794757,25831.7828700246,25715.7471708097,25044.9570104181,25129.9585097178,24694.6898771656,22811.8473572405,40793.5722197325,40669.1199934565,34862.3797394686,47182.487021042,36188.221946702,33752.205304171,16080.2271232312,25696.9463005847,25594.8796301048,25586.3391816322,24632.3989705731,24878.4142974705,24343.8808663213,22515.7956093985,71934.8444037853,87643.3152480646,15784.9526387009,53597.1372383302,,,,5951.09768633208,9416.51780019785,15981.6970679393,15834.2286496699,19890.9247020984,26222.9535174909,25260.8230476192,,20.1803155443794,21.0760000505118,19.7925272463207,19.3886875346565,18.7261188615643,15.7996711654747,17.4595066174739
Community area,Mount Greenwood,74,-87.71318900,41.69487600,0.589220472055643,0.616306247852137,0.637426969086101,44325.3935555093,42414.3261722381,42097.667639162,40252.9057683747,39229.6655295432,37370.6137844061,38882.6584561505,47176.1069787962,44395.966110679,43690.0524132037,42297.0187378867,41722.6139045537,39185.6760999979,40575.122272845,37873.7239970838,50466.3663943178,46004.6280747474,40838.3567127032,36066.2752162352,31569.8583240779,35815.7470732142,36255.4430741562,26152.5353420483,17239.330196328,16514.0588330366,11924.7459361025,10071.519056285,11765.4287719029,25217.3985864306,27599.6468541406,26535.1176173706,28654.1061015964,28065.8198637603,31840.9035310284,26377.0724531186,14201.5242685064,4.59729206762568,4.64121749531659,4.1461375059844,3.74377938516196,4.378415137812,5.03099572132276,4.28592805230207
Community area,Morgan Park,75,-87.66906200,41.68972900,0.722922365396039,0.730687401983729,0.708285023013407,36674.4562598791,35956.7141024833,34466.2631247243,32575.9989634604,32036.2483919658,31277.7181477459,29813.787179954,52538.9425186324,53990.4719744674,51532.8145182801,50145.7789741744,50286.5784352653,46667.869188481,42287.4716872063,29417.2053510794,28981.2986768621,27793.2410156113,25911.1340528909,26244.6233089756,26388.4201910405,25600.583158071,46056.0808789,57030.4849516988,52311.7943698128,53255.9333691012,49255.1245481377,33915.8561966594,28496.0231149759,33747.1413577617,31527.992710676,27868.731276673,24939.0112645431,17336.2021952809,13544.5308703098,11788.2590949904,,11.5829066427634,11.8900495631657,19.1096729527122,18.333201872932,20.0930739282341,18.9057016169176,19.6816145310941
Community area,O'Hare,76,-87.89369900,41.97569600,0.788844821938369,0.782624771870831,0.807324860178026,36999.3723676505,32105.5427009836,30096.7235877126,30442.3893064011,30481.1983544166,30302.3376647302,28356.8003828129,36806.5012959724,33748.5280455571,31984.2573448293,32942.6823064976,32256.8956969621,29795.2520255718,29176.3369037883,34943.7535915292,28620.458207063,36888.5121915908,16602.2408174196,32408.0070820398,51824.1166547597,52302.8351123695,40725.1570417842,34685.081736583,35100.9473921563,35084.5503923833,35624.1290526014,30312.3799402261,31487.4189208459,27868.1696085494,25472.3982613062,25856.3695383252,27452.5404532486,29342.2205083362,33680.684290999,21574.9332693852,10402.1554382307,10.8492998924343,13.2854038628253,13.5018521962,10.7667448255829,11.2261158368789,12.7358637527093,13.4227725010233
Community area,Edgewater,77,-87.66341900,41.98671900,0.672793560665793,0.646263316278651,0.694553032191594,46560.8044765814,49902.4491382545,48396.5996868377,46346.8016167734,44817.299524681,44328.7070415225,42983.0354468386,56792.8313409326,58298.4045174386,57522.2782755605,56650.4444793657,55131.1732806279,55370.3154095176,53626.4775072613,32046.2945302464,31610.0838805451,29933.3788617828,27160.3541767971,25646.8377713084,27099.8977831291,28219.7867165976,46463.0194256284,40625.1100482225,38688.2378064283,40781.3831667244,35697.1882972968,32633.5943537013,31684.9515321529,29112.4314747369,29870.9496626752,29381.550160381,28535.2034020773,25646.0953502673,25037.9518131613,24034.441868476,,14.8623035778429,13.1524016255391,14.5760748182614,15.2271536512135,16.6441732196205,16.7759326753363,16.4580921740584
Community area,Near North Side,8,-87.63331800,41.89961100,0.325930513945927,0.402102371216404,0.420538966283612,109150.860538957,102621.21515488,99073.3913556758,95652.6758102442,96097.6941062968,94617.391516694,92201.1516125004,122214.074138835,120609.761539873,116751.953180403,115195.203267715,115771.737387028,115116.674102339,114795.059731416,64876.7940258416,57556.4696624604,46859.380819657,39855.7074343103,36354.2605376317,32941.957873555,30124.1727278091,99794.2411244642,91792.1609672561,85182.3654473707,80325.3691282767,76151.0998061958,77054.0552639414,74774.0916421797,64357.8220323913,63533.0867601296,60969.1892477747,67097.6934378457,67368.5638738894,82008.4234314506,80058.9793638957,7658.8108986446,9.75746596247179,9.42543598801634,10.1233334095689,10.7305704355086,12.1402404822498,13.1181761020006,13.9622348842032
Community area,Edison Park,9,-87.81378000,42.00762700,0.440766225529242,0.499395422729891,0.523983984501296,64650.3154233262,62226.0381226636,58690.1397790423,56395.3773221519,53626.6364213136,50000.5773386346,46470.4927480156,67734.641490029,67786.1310123976,64008.0984103056,61388.7893949311,55934.2936936516,52466.2569867317,48045.0571289845,46754.4274516182,34811.3908986803,44524.5304408902,44881.2434882444,43530.5760790446,48021.865481083,48229.3574179054,62209.96609686,65920.136723908,66602.3851754177,60128.4302167049,48175.7151785769,42958.5629009571,39079.2806085286,39973.8366475092,39643.7117230554,34703.3293953095,33591.5628995467,33133.9645783286,33252.9744420061,31187.2152601355,,3.26405500084452,3.5051456636979,2.90093628897874,2.81646000990992,1.69251317246807,2.08154452883754,2.62318478594114
